index_latest,countryiso3code,growth_year_latest,growth_latest,index_prev,growth_year_prev,growth_prev,growth_momentum,growth_score
348,MRT,2024,5.2,349.0,2023.0,6.50718719858594,-1.3071871985859396,64.97959183673468
117,ABW,2023,4.26371941452948,,,,,64.65306122448979
406,PER,2024,3.30394098171516,407.0,2023.0,-0.403242151494268,3.707183133209428,64.40816326530613
350,MUS,2024,4.69390318398504,351.0,2023.0,5.00781381755621,-0.31391063357116966,64.0408163265306
199,CUW,2023,4.20199999999993,,,,,63.22448979591836
194,HRV,2024,3.81494521667429,195.0,2023.0,3.30254488086325,0.5124003358110398,62.979591836734684
396,PAK,2024,3.23478443210148,397.0,2023.0,-0.0398389716673506,3.2746234037688304,62.69387755102041
436,SYC,2024,3.46568066415341,437.0,2023.0,2.25925322283285,1.2064274413205598,62.48979591836735
498,TCA,2024,5.63682517443362,499.0,2023.0,13.7311481139228,-8.094322939489178,62.0
414,PRI,2024,3.22670542229149,415.0,2023.0,0.498101252480708,2.728604169810782,61.918367346938766
334,MDG,2024,4.19999999998224,335.0,2023.0,4.20304615803977,-0.0030461580575300573,61.42857142857142
100,ALB,2024,3.96171911223713,101.0,2023.0,3.93661689192599,0.025102220311139956,60.85714285714285
66,MIC,2024,4.3554994954611,67.0,2023.0,4.87568310039465,-0.5201836049335506,60.77551020408163
